,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
181,Braeden,Bowman,,R,205,73,6,4,0,0,0,0,0,64.0,0.0,0.0,0,208.0,16.0,64.0
182,Gavin,Brindley,Calgary Flames,C,173,68,18,4,0,0,0,0,0,96.0,32.0,80.0,0,352.0,304.0,64.0
183,Michael,Bunting,St. Louis Blues,L,186,72,21,4,0,0,0,0,0,96.0,48.0,112.0,0,384.0,112.0,144.0
184,Quinton,Byfield,Carolina Hurricanes,R,225,77,22,4,0,0,0,0,0,128.0,2096.0,2992.0,0,912.0,272.0,144.0
185,John,Carlson,Dallas Stars,D,220,75,21,4,0,0,0,0,0,96.0,0.0,0.0,0,720.0,128.0,528.0
186,Ross,Colton,Calgary Flames,C,194,72,21,4,0,0,0,0,0,80.0,208.0,160.0,0,784.0,784.0,224.0
187,Nick,Cousins,,C,191,71,21,4,0,0,0,0,0,496.0,96.0,112.0,0,240.0,672.0,240.0
188,Charlie,Coyle,San Jose Sharks,C,221,75,22,4,0,0,0,0,0,64.0,2736.0,2656.0,0,576.0,464.0,272.0
189,Lawson,Crouse,,L,214,76,22,4,0,0,0,0,0,96.0,160.0,176.0,0,608.0,944.0,288.0
190,Ivan,Demidov,,R,192,73,21,4,0,0,0,0,0,160.0,0.0,0.0,0,384.0,112.0,160.0
191,Connor,Dewar,Toronto Maple Leafs,C,187,70,21,4,0,0,0,0,0,64.0,32.0,80.0,0,608.0,688.0,208.0
192,Jack,Drury,Calgary Flames,C,186,71,21,4,0,0,0,0,0,144.0,1776.0,1644.0,0,348.0,84.0,252.0
193,Nikolaj,Ehlers,Detroit Red Wings,L,168,72,21,4,0,0,0,0,0,96.0,96.0,160.0,0,928.0,96.0,80.0
194,Joel,Eriksson Ek,Ottawa Senators,C,207,75,22,4,0,0,0,0,0,192.0,3984.0,3616.0,0,1072.0,624.0,288.0
195,Brock,Faber,Ottawa Senators,D,200,73,22,4,0,0,0,0,0,32.0,0.0,0.0,0,768.0,128.0,656.0
196,Morgan,Frost,Vancouver Canucks,C,193,72,23,4,0,0,0,0,0,224.0,2752.0,2256.0,0,704.0,224.0,256.0
197,Zemgus,Girgensons,Los Angeles Kings,C,197,75,14,4,0,0,0,0,0,72.0,312.0,444.0,0,168.0,444.0,192.0
198,Claude,Giroux,,R,186,71,21,4,0,0,0,0,0,64.0,1904.0,800.0,0,656.0,320.0,64.0
199,A.J.,Greer,,L,209,75,21,4,0,0,0,0,0,592.0,32.0,80.0,0,320.0,1088.0,144.0
200,Arseny,Gritsyuk,Montréal Canadiens,R,195,72,21,4,0,0,0,0,0,160.0,64.0,32.0,0,752.0,400.0,160.0
201,Dougie,Hamilton,Montréal Canadiens,D,230,78,17,4,0,0,0,0,0,96.0,0.0,0.0,0,540.0,216.0,240.0
202,Ryan,Hartman,Ottawa Senators,R,197,72,20,4,0,0,0,0,0,72.0,1344.0,1716.0,0,492.0,228.0,252.0
203,Simon,Holmstrom,,R,208,73,21,4,0,0,0,0,0,96.0,32.0,32.0,0,336.0,80.0,464.0
204,Jonathan,Huberdeau,Vancouver Canucks,L,200,73,18,4,0,0,0,0,0,252.0,36.0,48.0,0,384.0,132.0,168.0
205,Alex,Iafallo,,L,201,72,20,4,0,0,0,0,0,96.0,96.0,32.0,0,528.0,272.0,256.0
206,Calle,Jarnkrok,New York Rangers,C,193,72,16,4,0,0,0,0,0,64.0,96.0,48.0,0,256.0,224.0,80.0
207,William,Karlsson,,C,190,72,14,4,0,0,0,0,0,48.0,1092.0,804.0,0,360.0,36.0,168.0
208,Mark,Kastelic,Boston Bruins,C,234,76,23,4,0,0,0,0,0,304.0,1616.0,1232.0,0,464.0,848.0,464.0
209,Marat,Khusnutdinov,Boston Bruins,C,184,71,18,4,0,0,0,0,0,72.0,360.0,300.0,0,204.0,144.0,132.0
210,Anze,Kopitar,Carolina Hurricanes,C,225,75,18,4,0,0,0,0,0,64.0,2912.0,2208.0,0,464.0,192.0,368.0
211,Alexis,Lafrenière,,L,191,74,23,4,0,0,0,0,0,96.0,32.0,128.0,0,752.0,528.0,304.0
212,Anders,Lee,,L,234,75,22,4,0,0,0,0,0,228.0,168.0,168.0,0,660.0,252.0,300.0
213,Elias,Lindholm,Boston Bruins,C,200,73,13,4,0,0,0,0,0,128.0,2096.0,1552.0,0,352.0,304.0,272.0
214,Matias,Maccelli,New York Rangers,L,187,71,21,4,0,0,0,0,0,64.0,48.0,32.0,0,272.0,32.0,112.0
215,Andrew,Mangiapane,New York Islanders,L,183,70,24,4,0,0,0,0,0,32.0,16.0,16.0,0,400.0,304.0,272.0
216,Jonathan,Marchessault,St. Louis Blues,C,185,69,18,4,0,0,0,0,0,72.0,48.0,36.0,0,516.0,384.0,60.0
217,Mitch,Marner,,R,180,72,21,4,0,0,0,0,0,48.0,144.0,144.0,0,444.0,84.0,156.0
218,Denton,Mateychuk,San Jose Sharks,D,188,71,21,4,0,0,0,0,0,32.0,0.0,0.0,0,352.0,224.0,576.0
219,Mike,Matheson,,D,196,74,21,4,0,0,0,0,0,224.0,0.0,0.0,0,416.0,256.0,736.0
220,Ilya,Mikheyev,Philadelphia Flyers,R,192,74,19,4,0,0,0,0,0,48.0,0.0,60.0,0,360.0,144.0,84.0
221,Casey,Mittelstadt,Boston Bruins,C,205,73,15,4,0,0,0,0,0,0.0,784.0,544.0,0,224.0,48.0,128.0
222,Brandon,Montour,,D,199,72,17,4,0,0,0,0,0,108.0,0.0,0.0,0,504.0,204.0,312.0
223,Trevor,Moore,Carolina Hurricanes,L,195,71,21,4,0,0,0,0,0,72.0,24.0,72.0,0,504.0,96.0,228.0
224,Nino,Niederreiter,,R,218,74,20,4,0,0,0,0,0,128.0,48.0,16.0,0,496.0,480.0,112.0
225,Vasily,Podkolzin,New York Islanders,R,190,73,24,4,0,0,0,0,0,144.0,112.0,160.0,0,576.0,1152.0,272.0
226,Jack,Quinn,,R,185,73,21,4,0,0,0,0,0,0.0,0.0,72.0,0,444.0,132.0,120.0
227,Max,Sasson,New Jersey Devils,C,181,73,19,4,0,0,0,0,0,32.0,752.0,992.0,0,240.0,176.0,256.0
228,Jeff,Skinner,,L,200,71,17,4,0,0,0,0,0,96.0,32.0,96.0,0,464.0,128.0,96.0
229,Steven,Stamkos,St. Louis Blues,C,193,73,21,4,0,0,0,0,0,224.0,1184.0,896.0,0,640.0,224.0,224.0
230,Chandler,Stephenson,,C,201,72,21,4,0,0,0,0,0,24.0,2736.0,2736.0,0,360.0,48.0,228.0
231,Jacob,Trouba,Washington Capitals,D,212,75,22,4,0,0,0,0,0,64.0,0.0,0.0,0,592.0,816.0,704.0
232,Sean,Walker,Detroit Red Wings,D,191,71,21,4,0,0,0,0,0,224.0,0.0,0.0,0,832.0,624.0,480.0
233,Mason,Appleton,Pittsburgh Penguins,C,196,74,22,3,0,0,0,0,0,132.0,12.0,24.0,0,156.0,144.0,90.0
234,Morgan,Barron,,C,220,76,14,3,0,0,0,0,0,54.0,792.0,693.0,0,135.0,216.0,90.0
235,Matty,Beniers,,C,181,74,21,3,0,0,0,0,0,54.0,1197.0,1386.0,0,270.0,63.0,189.0
236,Evan,Bouchard,New York Islanders,D,192,75,24,3,0,0,0,0,0,90.0,0.0,0.0,0,594.0,81.0,279.0
237,Mavrik,Bourque,Edmonton Oilers,C,187,71,22,3,0,0,0,0,0,36.0,135.0,180.0,0,297.0,99.0,117.0
238,Zeev,Buium,Ottawa Senators,D,183,72,22,3,0,0,0,0,0,36.0,0.0,0.0,0,234.0,45.0,108.0
239,Michael,Carcone,,L,182,69,20,3,0,0,0,0,0,144.0,0.0,9.0,0,360.0,315.0,45.0
240,Filip,Chytil,New Jersey Devils,C,210,74,6,3,0,0,0,0,0,36.0,216.0,240.0,0,90.0,18.0,36.0
241,J.T.,Compher,Pittsburgh Penguins,L,191,72,22,3,0,0,0,0,0,54.0,1188.0,1143.0,0,234.0,90.0,153.0
242,Noah,Dobson,,D,200,76,21,3,0,0,0,0,0,60.0,0.0,0.0,0,228.0,48.0,258.0
243,Max,Domi,New York Rangers,C,208,70,22,3,0,0,0,0,0,84.0,576.0,498.0,0,216.0,66.0,90.0
244,Jonathan,Drouin,,L,189,71,21,3,0,0,0,0,0,153.0,225.0,261.0,0,234.0,45.0,81.0
245,Anthony,Duclair,,L,198,72,22,3,0,0,0,0,0,36.0,9.0,0.0,0,216.0,9.0,153.0
246,Brandon,Duhaime,Dallas Stars,R,210,74,22,3,0,0,0,0,0,162.0,27.0,126.0,0,108.0,387.0,198.0
247,Vince,Dunn,,D,200,72,21,3,0,0,0,0,0,126.0,0.0,0.0,0,441.0,54.0,171.0
248,Dalibor,Dvorsky,Buffalo Sabres,R,207,73,12,3,0,0,0,0,0,18.0,495.0,477.0,0,135.0,162.0,63.0
249,Simon,Edvinsson,Pittsburgh Penguins,D,222,78,21,3,0,0,0,0,0,240.0,0.0,0.0,0,150.0,150.0,288.0
250,Oliver,Ekman-Larsson,New York Rangers,D,190,74,22,3,0,0,0,0,0,144.0,0.0,0.0,0,288.0,306.0,216.0
251,Jake,Evans,,C,190,72,21,3,0,0,0,0,0,108.0,1359.0,1152.0,0,216.0,243.0,162.0
252,Warren,Foegele,Carolina Hurricanes,L,204,74,17,3,0,0,0,0,0,72.0,27.0,63.0,0,189.0,162.0,54.0
253,Adam,Fox,,D,185,71,23,3,0,0,0,0,0,60.0,0.0,0.0,0,288.0,84.0,234.0
254,Ethen,Frank,Dallas Stars,C,188,71,11,3,0,0,0,0,0,48.0,0.0,0.0,0,102.0,24.0,48.0
255,Vladislav,Gavrikov,,D,210,75,23,3,0,0,0,0,0,144.0,0.0,0.0,0,288.0,63.0,333.0
256,Cody,Glass,Montréal Canadiens,C,201,75,10,3,0,0,0,0,0,54.0,414.0,441.0,0,171.0,27.0,63.0
257,Yanni,Gourde,Los Angeles Kings,C,173,69,21,3,0,0,0,0,0,144.0,792.0,1080.0,0,297.0,279.0,135.0
258,Mikael,Granlund,Washington Capitals,C,193,70,9,3,0,0,0,0,0,24.0,450.0,402.0,0,126.0,18.0,24.0
259,Erik,Haula,St. Louis Blues,L,191,71,21,3,0,0,0,0,0,162.0,1071.0,927.0,0,252.0,279.0,153.0
260,Miro,Heiskanen,Edmonton Oilers,D,197,74,22,3,0,0,0,0,0,36.0,0.0,0.0,0,300.0,24.0,228.0
261,Brett,Howden,,C,201,74,17,3,0,0,0,0,0,72.0,693.0,531.0,0,162.0,261.0,63.0
262,Lane,Hutson,,D,162,69,21,3,0,0,0,0,0,0.0,0.0,0.0,0,306.0,108.0,297.0
263,Boone,Jenner,San Jose Sharks,C,204,74,16,3,0,0,0,0,0,117.0,459.0,360.0,0,288.0,270.0,135.0
264,Seth,Jones,,D,213,76,21,3,0,0,0,0,0,60.0,0.0,0.0,0,216.0,144.0,150.0
265,Evander,Kane,New Jersey Devils,L,218,74,22,3,0,0,0,0,0,204.0,24.0,66.0,0,378.0,252.0,78.0
266,Patrick,Kane,Pittsburgh Penguins,R,176,70,13,3,0,0,0,0,0,36.0,0.0,0.0,0,324.0,36.0,27.0
267,Linus,Karlsson,New Jersey Devils,C,178,73,19,3,0,0,0,0,0,126.0,27.0,90.0,0,252.0,207.0,117.0
268,Marco,Kasper,Pittsburgh Penguins,C,202,73,22,3,0,0,0,0,0,138.0,558.0,612.0,0,216.0,354.0,108.0
269,John,Klingberg,,D,185,74,15,3,0,0,0,0,0,108.0,0.0,0.0,0,216.0,99.0,171.0
270,Jiri,Kulich,,C,193,73,12,3,0,0,0,0,0,36.0,612.0,855.0,0,180.0,81.0,135.0
271,Andrei,Kuzmenko,Carolina Hurricanes,L,194,71,19,3,0,0,0,0,0,18.0,0.0,0.0,0,243.0,135.0,54.0
272,Noah,Laba,,C,214,75,23,3,0,0,0,0,0,90.0,846.0,828.0,0,207.0,144.0,162.0
273,Blake,Lizotte,Toronto Maple Leafs,C,176,69,21,3,0,0,0,0,0,54.0,828.0,837.0,0,243.0,144.0,81.0
274,Eetu,Luostarinen,,C,191,75,18,3,0,0,0,0,0,72.0,72.0,72.0,0,288.0,378.0,189.0
275,Jake,McCabe,New York Rangers,D,210,73,22,3,0,0,0,0,0,189.0,0.0,0.0,0,162.0,270.0,477.0
276,Jared,McCann,,L,191,73,5,3,0,0,0,0,0,0.0,18.0,9.0,0,126.0,63.0,36.0
277,Ryan,McDonagh,Los Angeles Kings,D,216,73,15,3,0,0,0,0,0,0.0,0.0,0.0,0,135.0,72.0,234.0
278,Sonny,Milano,Dallas Stars,L,205,72,11,3,0,0,0,0,0,12.0,18.0,18.0,0,114.0,18.0,12.0
279,Fraser,Minten,Boston Bruins,C,204,74,23,3,0,0,0,0,0,108.0,963.0,891.0,0,270.0,369.0,207.0
280,Jani,Nyman,,R,212,74,14,3,0,0,0,0,0,54.0,18.0,27.0,0,144.0,126.0,27.0
281,Mathieu,Olivier,San Jose Sharks,R,232,73,22,3,0,0,0,0,0,264.0,0.0,0.0,0,174.0,420.0,132.0
282,Noah,Ostlund,,C,180,71,13,3,0,0,0,0,0,12.0,132.0,438.0,0,102.0,6.0,78.0
283,Tanner,Pearson,,L,207,73,19,3,0,0,0,0,0,90.0,27.0,27.0,0,153.0,180.0,117.0
284,Brayden,Point,Los Angeles Kings,C,177,71,21,3,0,0,0,0,0,54.0,945.0,1161.0,0,396.0,27.0,99.0
285,Ivan,Provorov,San Jose Sharks,D,224,73,22,3,0,0,0,0,0,72.0,0.0,0.0,0,396.0,90.0,315.0
286,Rickard,Rakell,Toronto Maple Leafs,R,194,73,9,3,0,0,0,0,0,18.0,9.0,45.0,0,153.0,81.0,117.0
287,Morgan,Rielly,New York Rangers,D,219,73,21,3,0,0,0,0,0,18.0,0.0,0.0,0,378.0,99.0,225.0
288,Isak,Rosen,,R,185,72,10,3,0,0,0,0,0,0.0,6.0,0.0,0,72.0,30.0,54.0
289,Mackie,Samoskevich,,R,180,71,21,3,0,0,0,0,0,54.0,0.0,0.0,0,387.0,306.0,117.0
290,Jake,Sanderson,,D,202,74,21,3,0,0,0,0,0,18.0,0.0,0.0,0,423.0,72.0,333.0
291,Matt,Savoie,New York Islanders,C,179,70,24,3,0,0,0,0,0,0.0,45.0,72.0,0,279.0,36.0,117.0
292,Brayden,Schenn,Buffalo Sabres,C,200,73,22,3,0,0,0,0,0,144.0,1089.0,936.0,0,279.0,414.0,90.0
293,Moritz,Seider,Pittsburgh Penguins,D,210,74,22,3,0,0,0,0,0,144.0,0.0,0.0,0,504.0,378.0,324.0
294,Mikhail,Sergachev,,D,212,75,22,3,0,0,0,0,0,144.0,0.0,0.0,0,396.0,54.0,360.0
295,Max,Shabanov,,R,167,69,10,3,0,0,0,0,0,0.0,0.0,6.0,0,84.0,48.0,12.0
296,Cole,Smith,St. Louis Blues,L,195,75,13,3,0,0,0,0,0,72.0,0.0,36.0,0,162.0,315.0,54.0
297,Reilly,Smith,,R,185,73,21,3,0,0,0,0,0,0.0,0.0,0.0,0,225.0,108.0,45.0
298,Justin,Sourdif,Dallas Stars,R,195,72,22,3,0,0,0,0,0,72.0,450.0,468.0,0,234.0,297.0,90.0
299,Logan,Stanley,,D,231,79,20,3,0,0,0,0,0,252.0,0.0,0.0,0,180.0,261.0,243.0
300,Shea,Theodore,,D,197,74,21,3,0,0,0,0,0,36.0,0.0,0.0,0,441.0,9.0,306.0
301,Robert,Thomas,Buffalo Sabres,C,207,72,18,3,0,0,0,0,0,36.0,1449.0,1314.0,0,234.0,27.0,90.0
302,Jonathan,Toews,,C,201,74,20,3,0,0,0,0,0,90.0,1719.0,1008.0,0,243.0,27.0,162.0
303,Eeli,Tolvanen,,R,182,70,21,3,0,0,0,0,0,54.0,0.0,0.0,0,270.0,513.0,180.0
304,Vincent,Trocheck,,C,187,71,9,3,0,0,0,0,0,36.0,516.0,444.0,0,66.0,210.0,78.0
305,Nathan,Walker,Buffalo Sabres,L,191,69,21,3,0,0,0,0,0,108.0,198.0,153.0,0,234.0,738.0,189.0
306,Jake,Walman,New York Islanders,D,218,73,17,3,0,0,0,0,0,48.0,0.0,0.0,0,138.0,42.0,186.0
307,Olen,Zellweger,Washington Capitals,D,193,70,22,3,0,0,0,0,0,126.0,0.0,0.0,0,414.0,90.0,252.0
308,Kevin,Bahl,Vancouver Canucks,D,230,78,22,2,0,0,0,0,0,64.0,0.0,0.0,0,72.0,80.0,136.0
309,Jonatan,Berggren,Pittsburgh Penguins,R,195,71,13,2,0,0,0,0,0,24.0,0.0,0.0,0,80.0,32.0,20.0
310,Oliver,Bjorkstrand,Los Angeles Kings,R,175,72,21,2,0,0,0,0,0,8.0,16.0,20.0,0,144.0,80.0,56.0
311,Colin,Blackwell,Edmonton Oilers,C,181,68,22,2,0,0,0,0,0,48.0,104.0,200.0,0,56.0,136.0,40.0
312,Jesper,Boqvist,,C,191,73,21,2,0,0,0,0,0,24.0,52.0,88.0,0,76.0,208.0,40.0
313,Philip,Broberg,Buffalo Sabres,D,210,76,22,2,0,0,0,0,0,8.0,0.0,0.0,0,124.0,44.0,128.0
314,Jonas,Brodin,Ottawa Senators,D,196,74,21,2,0,0,0,0,0,16.0,0.0,0.0,0,88.0,24.0,168.0
315,Jonny,Brodzinski,,C,206,72,12,2,0,0,0,0,0,8.0,24.0,16.0,0,44.0,8.0,12.0
316,Pavel,Buchnevich,Buffalo Sabres,L,196,73,22,2,0,0,0,0,0,24.0,16.0,32.0,0,148.0,56.0,48.0
317,Brent,Burns,Calgary Flames,D,228,77,21,2,0,0,0,0,0,48.0,0.0,0.0,0,172.0,16.0,120.0
318,Thomas,Chabot,,D,200,73,18,2,0,0,0,0,0,40.0,0.0,0.0,0,88.0,52.0,148.0
319,Ben,Chiarot,Pittsburgh Penguins,D,222,75,22,2,0,0,0,0,0,96.0,0.0,0.0,0,88.0,196.0,180.0
320,Yegor,Chinakhov,San Jose Sharks,R,203,73,16,2,0,0,0,0,0,8.0,0.0,0.0,0,84.0,44.0,24.0
321,Brandt,Clarke,Carolina Hurricanes,D,200,74,22,2,0,0,0,0,0,40.0,0.0,0.0,0,168.0,52.0,100.0
322,Paul,Cotter,Montréal Canadiens,L,213,74,21,2,0,0,0,0,0,24.0,36.0,28.0,0,84.0,216.0,16.0
323,Sean,Couturier,,C,210,76,19,2,0,0,0,0,0,16.0,324.0,312.0,0,52.0,32.0,28.0
324,Louis,Crevier,Philadelphia Flyers,D,228,80,20,2,0,0,0,0,0,100.0,0.0,0.0,0,92.0,112.0,56.0
325,Colton,Dach,Philadelphia Flyers,C,196,76,21,2,0,0,0,0,0,100.0,56.0,92.0,0,108.0,336.0,52.0
326,Nick,DeSimone,,D,194,74,7,2,0,0,0,0,0,0.0,0.0,0.0,0,44.0,12.0,28.0
327,Ty,Dellandrea,,C,185,74,22,2,0,0,0,0,0,16.0,496.0,512.0,0,96.0,248.0,68.0
328,Brenden,Dillon,Montréal Canadiens,D,225,76,21,2,0,0,0,0,0,52.0,0.0,0.0,0,72.0,220.0,140.0
329,Drew,Doughty,Carolina Hurricanes,D,210,73,19,2,0,0,0,0,0,16.0,0.0,0.0,0,96.0,44.0,120.0
330,Jamie,Drysdale,,D,185,71,20,2,0,0,0,0,0,64.0,0.0,0.0,0,68.0,20.0,116.0
331,Mattias,Ekholm,New York Islanders,D,225,77,24,2,0,0,0,0,0,32.0,0.0,0.0,0,196.0,76.0,192.0
332,Lars,Eller,,C,207,74,21,2,0,0,0,0,0,8.0,472.0,344.0,0,84.0,60.0,72.0
333,Adam,Erne,Edmonton Oilers,L,209,73,14,2,0,0,0,0,0,8.0,8.0,12.0,0,44.0,176.0,32.0
334,Luke,Evangelista,St. Louis Blues,R,183,72,20,2,0,0,0,0,0,24.0,0.0,0.0,0,180.0,20.0,40.0
335,Ryker,Evans,,D,195,72,8,2,0,0,0,0,0,0.0,0.0,0.0,0,36.0,20.0,16.0
336,Trent,Frederic,New York Islanders,C,221,75,24,2,0,0,0,0,0,100.0,96.0,88.0,0,112.0,248.0,36.0
337,Collin,Graf,,R,190,73,21,2,0,0,0,0,0,0.0,12.0,12.0,0,64.0,76.0,72.0
338,Ryan,Greene,Philadelphia Flyers,C,174,73,21,2,0,0,0,0,0,8.0,308.0,416.0,0,64.0,44.0,32.0
339,Ridly,Greig,,C,184,72,19,2,0,0,0,0,0,80.0,280.0,204.0,0,120.0,100.0,80.0
340,Jansen,Harkins,Washington Capitals,C,197,73,12,2,0,0,0,0,0,24.0,172.0,148.0,0,28.0,168.0,32.0
341,Barrett,Hayton,,C,200,73,20,2,0,0,0,0,0,72.0,456.0,448.0,0,116.0,4.0,64.0
342,Drew,Helleson,Washington Capitals,D,208,75,22,2,0,0,0,0,0,24.0,0.0,0.0,0,80.0,104.0,120.0
343,Adam,Henrique,New York Islanders,C,195,72,24,2,0,0,0,0,0,8.0,536.0,408.0,0,148.0,56.0,144.0
344,Vinnie,Hinostroza,Ottawa Senators,C,183,70,22,2,0,0,0,0,0,16.0,44.0,48.0,0,88.0,80.0,28.0
345,Samuel,Honzek,Vancouver Canucks,L,186,76,18,2,0,0,0,0,0,8.0,24.0,20.0,0,88.0,140.0,28.0
346,Isaac,Howard,New York Islanders,L,180,70,17,2,0,0,0,0,0,40.0,0.0,0.0,0,76.0,12.0,4.0
347,Justin,Hryckowian,Edmonton Oilers,C,198,71,21,2,0,0,0,0,0,36.0,128.0,88.0,0,72.0,112.0,44.0
348,Ben,Hutton,,D,209,75,14,2,0,0,0,0,0,20.0,0.0,0.0,0,88.0,28.0,64.0
349,Tanner,Jeannot,Boston Bruins,L,221,74,23,2,0,0,0,0,0,92.0,16.0,20.0,0,124.0,224.0,104.0
350,Kent,Johnson,San Jose Sharks,C,170,72,21,2,0,0,0,0,0,0.0,0.0,4.0,0,160.0,12.0,60.0
351,Mathieu,Joseph,Buffalo Sabres,R,189,73,17,2,0,0,0,0,0,8.0,12.0,20.0,0,72.0,128.0,36.0
352,Dakota,Joshua,New York Rangers,C,218,75,22,2,0,0,0,0,0,56.0,8.0,36.0,0,76.0,276.0,76.0
353,Tye,Kartye,,L,202,71,21,2,0,0,0,0,0,16.0,4.0,16.0,0,52.0,196.0,76.0
354,Adam,Klapka,Vancouver Canucks,R,235,80,22,2,0,0,0,0,0,180.0,12.0,32.0,0,96.0,296.0,76.0
355,Kaedan,Korczak,,D,206,75,21,2,0,0,0,0,0,64.0,0.0,0.0,0,76.0,160.0,120.0
356,Jesperi,Kotkaniemi,Detroit Red Wings,C,212,75,15,2,0,0,0,0,0,0.0,216.0,244.0,0,68.0,104.0,52.0
357,Tyson,Kozak,,C,185,71,15,2,0,0,0,0,0,8.0,352.0,384.0,0,52.0,168.0,48.0
358,Sean,Kuraly,Boston Bruins,C,208,74,23,2,0,0,0,0,0,80.0,456.0,520.0,0,124.0,80.0,72.0
359,Jackson,LaCombe,Washington Capitals,D,208,74,22,2,0,0,0,0,0,16.0,0.0,0.0,0,192.0,72.0,168.0
360,Gabriel,Landeskog,Calgary Flames,L,215,73,21,2,0,0,0,0,0,76.0,72.0,64.0,0,124.0,132.0,36.0
361,Emil,Lilleberg,Los Angeles Kings,D,215,75,21,2,0,0,0,0,0,148.0,0.0,0.0,0,64.0,120.0,72.0
362,Esa,Lindell,Edmonton Oilers,D,217,75,22,2,0,0,0,0,0,24.0,0.0,0.0,0,92.0,52.0,176.0
363,Mason,Lohrei,Boston Bruins,D,218,77,18,2,0,0,0,0,0,16.0,0.0,0.0,0,44.0,32.0,88.0
364,Steven,Lorentz,New York Rangers,C,219,76,16,2,0,0,0,0,0,40.0,104.0,108.0,0,60.0,148.0,44.0
365,Jeff,Malott,Carolina Hurricanes,L,208,77,16,2,0,0,0,0,0,92.0,4.0,0.0,0,52.0,176.0,44.0
366,Mason,Marchment,,L,212,77,20,2,0,0,0,0,0,24.0,24.0,72.0,0,124.0,116.0,32.0
367,Jordan,Martinook,Detroit Red Wings,L,208,73,21,2,0,0,0,0,0,16.0,36.0,36.0,0,120.0,148.0,88.0
368,Connor,McMichael,Dallas Stars,C,180,72,22,2,0,0,0,0,0,32.0,424.0,624.0,0,172.0,40.0,36.0
369,K'Andre,Miller,Detroit Red Wings,D,210,77,15,2,0,0,0,0,0,36.0,0.0,2.0,0,66.0,40.0,30.0
370,Sean,Monahan,San Jose Sharks,C,206,74,22,2,0,0,0,0,0,16.0,900.0,792.0,0,172.0,48.0,24.0
371,Ian,Moore,Washington Capitals,D,205,75,15,2,0,0,0,0,0,48.0,0.0,0.0,0,56.0,24.0,108.0
